ï»¿userName,content,at,score
Wiani Dila,"['sinyal', 'jelek', 'cuaca', 'bagus', 'restart', 'mode', 'terbang', 'jelek']",26/01/2024 13:05,1
Kartini linda Wati,"['tidak jelas', 'tukar', 'point']",14/01/2024 20:03,1
Putrii Gayatri Anastasia,"['error', 'melulu', 'yaa', 'jaring', 'bagus', 'loh']",10/01/2024 10:10,1
Kang FazRI,"['versi', 'buat', 'aplikasi', 'tidak', 'buka', 'seluler', 'realme', 'neo', '3t', 'alas', 'maintenance', 'os', 'a13', 'baru', 'aneh', 'coba', 'pasang', 'seluler', 'os', 'kitkat', 'seluler', 'jaman dulu', 'buka', 'aneh', 'aneh', 'aneh', 'pilih', 'pilih']",19/01/2024 05:02,1
Muh Zauj,"['sinyal', 'hilang', 'melulu', 'males', 'pakai', 'm3']",29/01/2024 02:58,1
tahron 74,['mwantabbb'],30/01/2024 03:26,5
Maulana Irwansyah,"['kesini', 'sinyal', 'jelek', 'gx', 'kaya', 'ujan', 'sinyal', 'hilang', 'kaya', 'sinyal', '3', 'restart', 'kli', 'ttp', 'jelek', 'sinyal']",14/01/2024 05:56,2
Pri Karmin,"['area', 'rongkop', 'gunungkidul', 'yogyakarta', 'lancar', 'jaya']",17/01/2024 07:07,5
Afnan,"['error', 'melulu', 'jig', 'beli', 'kuota', 'baru', 'baru', 'tuh', 'benerin', 'tu', 'error']",28/01/2024 09:47,3
Maman Pat,"['murah', 'kuota']",11/01/2024 21:27,4
Alfan Habib Maulana,"['kasih', 'bintang', '0', 'sumpah', 'kasih']",11/01/2024 12:20,1
Driki Soleh,"['sinyal', 'lelet', 'kartu', 'rakyat', 'binasa']",27/01/2024 15:20,1
batax non,"['provider', 'merah', 'sinyal', 'sampah']",26/01/2024 14:15,1
Drs. QQ,"['lapor', 'kabupaten', 'ogan', 'komering', 'ulu', 'selatan', 'camat', 'simpang', 'sinyal', 'im3', '3', 'hilang', 'sangkut', 'tanggulang', 'terima kasih']",24/01/2024 14:56,1
Yuda Hardi,[],31/01/2024 23:23,5
Ana Dika,"['sinyal', 'hilang', 'jam', 'jam']",26/01/2024 13:52,1
Angga Syaputra,['ayu'],31/01/2024 14:00,5
Resi Fibriawati,['mantap'],22/01/2024 07:10,4
Dian Piana,"['tipu', 'provider', 'kontoll', 'kuota', '100gb', 'hilang', 'ganti', 'pakai', '500mb2', 'gara', 'gara', 'notif', 'layar', 'tidak', 'pakai', 'provider', 'koplak', 'gin', 'kasih', 'bintang', '5', 'sengaja', 'biar', 'baca', 'bagus']",12/01/2024 01:41,5
Arie785,"['aplikasi', 'im3', 'ooredoo', 'ko', 'error', 'iya', 'buka', 'aplikasi', 'nya', 'tidak', 'buka', 'memang', 'sdng', 'baik', 'sistem', 'baik', 'biar', 'guna', 'indosat', 'nya', 'tidak', 'kecewa', 'saran', 'trable', 'aplikasi', 'nya', 'mungkin', 'baik', 'jangn', 'panjang', 'error', 'susah', 'cek', 'kouta', 'beli', 'paket', 'mksh']",16/01/2024 03:16,3
Puput S,"['im3', 'evaluasi', 'sistem', 'paket', 'data', 'sdh', 'dimatiin', 'sedot', 'pulsa', 'kjdian', 'lapor', 'aman', 'kambuh', 'donk', 'sistem', 'bagus', 'maling', 'pulsa', 'halus']",10/01/2024 15:03,2
Jajang Farhan,"['indosat', 'kartu', 'ampas', 'dunia', 'kartu', 'tolol', 'indonesia', 'ganggu', 'sinyal', 'jelek', 'banget']",30/01/2024 12:44,1
Bumi Agung,"['baik', 'kartu', 'm3']",31/01/2024 08:22,5
Ayom Nugroho,"['hujan', 'hujan', 'reda', 'sinyal', 'normal', 'hilanggangguan', 'apa']",26/01/2024 13:02,1
Martha Novi,"['cerita', 'nya', '50rb', 'hilang', 'guna', 'kuota', '35gbbalikin', 'pulsa', 'ku']",26/01/2024 21:53,1
Matuf Arifin,"['sinyal', 'oke', 'langgan', '4', 'th']",19/01/2024 08:29,5
Agung Mo,"['beli', 'indosat', 'jaring', 'jelek', 'banget', 'sinyal', 'penuh', 'koneksi', 'tidak ada uang', 'beli', 'kartu', 'indosat', 'sesal']",26/01/2024 13:04,1
gabriel gaming,"['laku', 'indosat', 'paket', 'lambat', 'beli', '100gb', '50gb', 'lambat', 'beda', 'belah', 'smpe', 'habis', 'gak', 'lambat']",12/01/2024 07:02,2
Mohamad Eko Nur Prastyo,"['tidak', 'adilll']",31/01/2024 15:06,1
Alwan Nasta,"['kirim', 'pulsa', '100ribu']",17/01/2024 14:38,5
Well,['mantap'],16/01/2024 13:20,5
Izmu Bima,"['bicara', 'konsumen', 'service', 'nya', 'iya', 'sinyal', 'indosat', 'tutup', 'dukhon', 'bangkrut']",29/01/2024 11:03,1
naga Sakti,"['turun', 'bintang', 'buruk', 'sinyal', 'ilang2', 'mahal', 'ko', 'beli', 'paket']",18/01/2024 05:29,2
Esyah Nurjanah,['bagus'],25/01/2024 09:46,4
Akmal Rozan,"['sih', 'hot', 'promo', 'nya', '2', 'tidak', 'ganti', 'ganti', 'teman', 'ganti']",20/01/2024 13:38,1
Andi Mulyani,"['recomended', 'banget']",29/01/2024 10:24,5
Tabitha Maulida Khairun Muntasza,"['beli', 'paket', 'myim3', 'proses', 'kadang', 'hari', 'penuh', 'jam', 'serba', 'cepat', 'agak', 'myim3']",28/01/2024 23:31,2
Anjar,"['im3', 'harga', 'paket', 'nya', 'mahal', 'sinyal', 'nya', 'leletlemotkayak', 'keong', 'super', 'duper', 'lambat', 'donk', 'tingkat', 'koneksi', 'jaring', 'nya', 'biar', 'harga', 'nya']",15/01/2024 12:20,1
Muhammad Rasya,"['parah', 'iya', 'jaring', 'nya', 'beli', 'langgan', 'lelet', 'rugi', 'dongg']",26/01/2024 13:31,1
Sarfan SahraRara,['mantap'],16/01/2024 02:08,5
Gunai Guain,"['guan', 'janji', 'tidak', 'pakai', 'internet', 'babi', 'gin']",11/01/2024 05:34,1
Roby Firman Syah,"['asalamualaikum', 'beli', 'paket', 'freedom', 'u20gb30hari', 'aktif', 'beli', 'shopee', 'leter']",18/01/2024 23:52,4
fauzi herdian,"['sinyal', 'indosat', 'jelek']",26/01/2024 12:24,1
Ega Muhammad,"['kuota', 'nya', 'mahal', 'tidak', 'harap', 'kuota', 'mahal', 'aktif', 'cuman', 'sebentar', 'guna', 'rendahin', 'harga', 'aktif', 'guna', 'mahal', 'kalang', 'gunta', 'ganti', 'kartu']",21/01/2024 14:06,1
Wah Yudi,['mantap'],16/01/2024 23:32,5
Herlin Khatynk,['bagus'],19/01/2024 16:13,5
Fadil,"['tertawa', 'beli', 'data', 'batas', '5', 'ulang', '5', 'masuk', 'eh', 'pemberitahuan', 'capai', 'batas', 'aktif', '5', 'paket', 'pakai', 'operator']",14/01/2024 06:35,1
IIS SALMAN,"['mimin', 'poin', 'ku', '1400', 'kenap', '0', 'yak', 'reset']",10/01/2024 12:05,5
rama febriana,['mantappp'],10/01/2024 09:19,5
Indah Kusdianti,"['tidak jelas', 'lambat berfikir', 'pulsa', 'kurang', 'fakmen']",25/01/2024 08:28,1
Pengguna Google,"['paket', 'mahal', 'sinyal', 'susah', 'indosat', 'oohh', 'indosat', 'benar', 'bangkrut', 'indosat', 'sinyal', 'sulit', 'pakai', 'internet', 'boskuuuuu', 'hadeeeeeeehh', 'jaring', 'internet', 'hancuuuurr', 'lelet', 'bin', 'lambat', 'banget', 'kayak', 'kurakura']",28/01/2024 14:14,1
Baskoro Alfarizi,"['halo', 'indosat', 'yah', 'tidak', 'digunain', 'kode', 'mma', 'valid', 'ngchek', 'aplikasi', 'tidak', 'kode', '123', 'tidak']",26/01/2024 13:20,4
Tegar Adi,"['aplikasi', 'buka', 'error', 'downloaduninstal', 'ttp', 'error', 'sinyal', 'lm3', 'ganjuan', 'kuota', 'harga', 'tidak', 'nyaman', 'pakai', 'im3']",11/01/2024 05:03,1
Yupeno Luma,['puas'],18/01/2024 00:19,5
Ahmad Sidik,['mantap'],10/01/2024 22:29,5
Satya Gaming,"['hari', 'penuh', 'lelet', 'heran', 'tidak ada uang', 'maju', 'banget']",11/01/2024 11:36,1
Halan Delan,"['sumpah', 'pulsa', 'hilang', 'melulu', 'gak', 'aktif']",10/01/2024 04:54,1
4181_BKA_ MICHAEL BRAMULIA TARIGAN (Michael Tarigan),"['beli', '100gb', 'habis', 'dalam', '20', 'lapor', 'aplikasi', 'pakai', '20gb', '80', 'gb', 'beli']",24/01/2024 02:14,1
Siti maria Ulpah,['bagus'],29/01/2024 14:49,5
Asep Gumelar08,"['alhamdulilah', 'manfaat', 'ngingetin', 'kuota', 'cek', 'my', 'im3']",21/01/2024 05:56,5
zahra zahra,[],16/01/2024 04:38,5
AFGHAN XI,"['indosat', 'ntah', 'kerja', 'bodoh', 'harga', 'kuota', 'internet', '20gb', '50000', '12gb', '50000', 'guna', 'indosat', 'hemat']",24/01/2024 14:18,1
Novri Af,"['biar', 'bintang', 'brbicara']",29/01/2024 03:24,5
Puyuh binjai Lestari,"['bosok', 'aplikasine']",17/01/2024 11:53,4
Wiryo 99,"['sinyal', 'batas', 'indosat', 'ganggu', 'tidak', 'nyaman', 'main', 'game', 'daerah', 'tidak']",26/01/2024 13:07,3
Clemira Ezzah fadiyah,['keren'],27/01/2024 01:39,5
domino gaming,"['jaring', 'indosat', 'setel', 'pabrik', 'buka', 'my', 'im3', 'ajah', 'gak', 'gara2', 'jaring', 'loncat', 'melulu', '700kbdtk', 'tiba2', '0kbdtk', '012kbdtk', 'kocak']",26/01/2024 12:32,1
Alsa hasni,"['promo', 'bonus']",13/01/2024 07:09,5
gatel geming,"['error', 'gak', 'beli']",27/01/2024 12:36,5
DAMAR SETIADI,"['indosat', 'ganggu']",26/01/2024 13:27,1
Adi putra Baduy,['maksh'],17/01/2024 13:03,5
Risna Risna,['aplikasi'],31/01/2024 01:33,5
Mas abdul soleh Soleh,['bagus'],10/01/2024 08:13,4
Leon Djancok,"['indosat', 'kesini', 'ganggu', 'jaring', 'nyahhaduh', 'haduhh', 'indosat', 'indosat', 'ku', 'kira', 'lesat', 'ehh', 'sesat']",11/01/2024 12:05,1
Ass,"['buruk', 'buruk']",23/01/2024 12:36,1
Marwan Wan,"['tolong', 'jaring', 'bagus', 'gerimis', 'hilang', 'jaring']",11/01/2024 10:57,1
Nova Anggraeni,"['seru', 'banget']",11/01/2024 05:43,5
Rojih Oji,['mantap'],13/01/2024 13:21,5
Ryu Alfafa,"['terima kasih', 'im3', 'jaring', 'stabil']",25/01/2024 04:59,5
Pak Tris.,"['paket', 'mahalsinyal2', 'ilang2', 'aduh']",18/01/2024 13:22,1
cahyono yono,[],14/01/2024 09:19,5
bank defril,[],17/01/2024 21:05,5
Acut Alan,"['membantuapalagi', 'dalam', 'segi', 'cek', 'paket', 'internet']",18/01/2024 04:47,5
Ayu Yunengsih,"['jaring', 'nya', 'lambat']",13/01/2024 02:21,2
Anang Dede Irfansyah,"['paket', 'yah', 'mahal', 'telkomsel', 'sumpah', 'alih', 'telkomsel', 'paket', 'ny', 'murah', 'telkomsel', 'malah']",13/01/2024 03:06,1
Akmal M,"['jaring', 'jelekdipakai', 'telpon', 'suka', 'alih', 'seluler', 'ditelfon', 'pinggir', 'aktif']",13/01/2024 04:00,1
Diryano Hardcore11,"['6', 'pakai', 'indosat', 'nambah', 'nambah', 'jelek', 'sinyal', 'paket', 'mahal']",26/01/2024 12:57,1
Puji Mustaqim,['bagus'],28/01/2024 12:53,5
Dimas Pebrian,"['sinyal', 'nya', 'buruksaran', 'lebih baik', 'pakai', 'kartu', 'telkomsel', 'bagus']",22/01/2024 11:18,1
Our Sound,"['tidak', 'jaman', 'pakai', 'sms', 'pop', 'up', 'ganggu']",31/01/2024 09:35,1
Muhammad Irsyad,['mantap'],26/01/2024 03:40,5
Syamilkhan 22,"['kuota', 'elit', 'jaring', 'silit']",15/01/2024 22:48,1
Rangga 123,"['suka', 'hilang', 'sambung', 'daerah', 'bogo', 'cibinong', 'banget', 'kaya', 'mohong', 'baik']",26/01/2024 13:55,1
Feri Irawan,['bagus'],30/01/2024 17:15,5
Pitik Trans,"['murah', 'harga', 'nya']",15/01/2024 07:04,5
Anam Saiful,"['brengsek', 'sinyal', 'susah', 'sini', 'seluler', 'kerja', 'baik', 'jaring', 'kouta', 'sinyal', 'jelek']",26/01/2024 13:10,1
Si- NAGA,"['aplikasi', 'nya', 'eerror', 'buka']",11/01/2024 06:03,1
Shazia Shazia,['bagus'],16/01/2024 07:42,5
Delon iki lol,"['sinyal', 'kya', 'anjing', 'ganggu', 'kartu', 'aneh', 'aneh']",26/01/2024 12:27,1
iril anwar (Chairil Anwar Lubis),['baik'],23/01/2024 09:26,5
Ludiah new,"['jaring', 'lambat', 'siput']",31/01/2024 03:03,2
ria kristiani,"['bintang', 'nol', 'bintang', 'nol', 'kasih']",31/01/2024 01:56,1
hasan kacong,"['jaring', 'im3', 'buruk', 'kualitas', 'oke', 'harga', 'murah', 'erti', 'beli', 'mahal', 'burukposisi', 'kota', 'jaring', 'baikmalah', 'buruk', 'buffering', 'tidak jelas']",14/01/2024 04:31,1
Fairuz Abadi,"['gak', 'ubah', 'jaring', 'bikin', 'kesal', 'plus', 'mahal', 'maaf', 'pindah', 'on']",26/01/2024 12:30,1
josua saragih,"['hancur', 'lag', 'parah']",30/01/2024 06:50,1
Mashita Sita,"['puas', 'aplikasi', 'myim3']",10/01/2024 03:59,5
Rollah Aja,"['sinyal', 'hilang', 'tidak', 'kauta', 'murah', 'sinyal', 'murah', 'hadehh', 'hadehhh', 'tidak', 'produk', 'tidak', 'becus', 'kocag', 'kocagggg', 'kon']",26/01/2024 17:31,1
Ariya Kamandanu,"['gim', 'nya', 'hubung', 'im3', 'beli', 'paket', 'masuk', 'iya']",14/01/2024 11:20,1
Waryuna Waryuna,['jamallluissukasukareh'],26/01/2024 09:00,5
Bmp Llg,"['puas', 'banget']",23/01/2024 11:59,5
M hafizul Akbar,['mantap'],31/01/2024 07:50,4
Agust Firmansyah,['ok'],12/01/2024 01:03,5
ldp insanmulia,"['bagus', 'kerja']",14/01/2024 21:28,5
Veriyadi Yadhi,"['lumayan', 'bagus']",30/01/2024 16:44,4
Ismangil H,"['jaring', 'phan', 'jelek', 'kuota', 'mahal', 'masalah']",26/01/2024 13:26,1
Rendi nur Ardiansyah,"['langgan', 'paket', 'lainpadahal', 'gak', 'langgan']",12/01/2024 13:04,5
Pepen Pepen,"['lumayan', 'bagus', 'jaring']",28/01/2024 06:53,5
githa pundarika,"['sumpah', 'aplikasi', 'jelek', 'jengkelin', 'banget']",28/01/2024 12:04,1
Arul Rahmadan,"['kocak', 'game', 'bikin', 'emosi', 'bikin', 'nguras', 'paket', 'kocak']",21/01/2024 07:12,1
Khotimah Ima,"['baru', 'error', 'sih', 'jaring', 'lelet']",19/01/2024 11:37,2
Iphon Sst,['purwanto'],16/01/2024 10:49,4
Ernawati Erna0207,['food'],20/01/2024 14:34,4
Reski Ceps,['bagus'],18/01/2024 02:29,5
Dimas putra Almiraj,"['indosat', 'taiiiisering', 'ganggu']",26/01/2024 13:26,1
Muchammad Julista,['bagus'],22/01/2024 08:41,5
Irfan Acandra,"['parah', 'ganggu', 'hampir', 'hari', 'tanggal', '11012024', 'pesan', 'wa', 'official', 'gak', 'robot', 'nomor', 'operator', 'real', 'human']",11/01/2024 08:42,1
Isak Skuy,"['jaring', 'khd']",26/01/2024 13:59,1
Rudi Come Back,"['gak', 'konsisten', 'paket', 'data', 'sinyal', 'pelit', 'mohon', 'baik', 'paket', 'data', 'sesuai', 'nya', '5', '7', '30']",19/01/2024 09:29,3
Aldi Aditya,"['lebih baik', 'apus', 'game', 'panjat', 'kuota', 'tidak', 'atur', 'ngabisin', 'kuota']",14/01/2024 08:20,1
Sahrul Faridhidayat,['bagus'],19/01/2024 04:50,5
Wadi Nasrul,['sukses'],28/01/2024 07:28,5
Siska Ika,['keren'],29/01/2024 21:31,5
Ely Inayah,"['beli', 'kuota', 'dateng', '500', 'mb', 'setia', 'pakai', 'im3', 'jujur', 'kecewa']",11/01/2024 04:37,1
Aditia Lesmana,"['beli', 'kota', '60gb', 'pakai', 'minggu', 'tidak', 'mungkin', 'habis', 'sisa', '50gb', 'an', 'tidak bisa', 'pakai', 'aneh', 'kartu']",26/01/2024 12:40,1
Kucing Meow,"['unduh', 'rugi', 'kasih', 'jrngn', 'jelek', 'kayak', 'adminnya', 'buruk', 'rupa', 'g', 'niat', 'jual', 'kartu', 'gin', 'pulsa', '20', 'cuman', '7gb', 'lihat', 'telkomsel', '11k', '5gb', 'kartu', 'tidak jelas']",11/01/2024 11:46,5
Ardhi Yana,"['jaring', 'indosat', '2006', '2024', 'tidak', 'peningkatanslalu', 'jelekapalagi', 'musim', 'hujansma', 'kaya']",12/01/2024 02:51,3
Nurdalena Lena,"['moga', 'layan', 'tingkat']",31/01/2024 09:30,5
Agus Suryanto,"['manfaat', 'now watching', 'top', 'up']",30/01/2024 07:12,4
Ariya Sastra dipraja,"['jaring', 'jelek', 'melulu', 'tidak ada', 'baik', 'tidak ada', 'ubah', 'hadeh']",31/01/2024 08:23,1
2 baddies,"['beli', 'kuota', 'pakai', 'kartu', 'internet', 'tidak', 'masuk', 'aplikasi']",26/01/2024 12:48,1
Umam Umam,['bagus'],27/01/2024 03:25,5
KEDUNGWARINGIN24 CHANNEL,['keren'],14/01/2024 08:58,5
Anugraha Dimas Santosa,"['sinyal', 'kota', 'tidak', 'bagus', 'rumah', 'deket', 'tower', 'indosatnya', 'kirim', 'bantu', 'sinyal', 'dipetbaiki', 'tidak', 'gubris', 'harga', 'paket', 'golong', 'mahal', 'tengah', 'rugi', 'beli', 'paket', 'sinyal', 'ampas', 'riview', 'jujur', 'jujur', 'alam', 'teman', 'teman']",14/01/2024 02:50,1
Berita Perpulungen Vedio,['manatap'],12/01/2024 06:48,5
Fawwaz F.z,"['kartu', 'tidak', 'benerbaru', 'isi', 'kouta', 'sedot', 'alas', 'dasar', 'kartu', 'tidak', 'benerga', 'niat', 'kartu']",11/01/2024 15:37,1
aditya uznan,"['parah', 'indosat', 'lelet']",11/01/2024 04:19,1
ahmad yani,['bagus'],27/01/2024 14:21,4
diki lukmana,"['gak', 'buka']",23/01/2024 08:51,1
rez nis,"['operator', 'anjjnk', 'isi', 'pulsa', 'suka', 'makan', 'tidak', 'cepat', 'daftarin', 'kuotadata', 'seluler', 'ada', 'mati', 'ttp', 'hilang', 'pulsa', 'nyautang', 'operator', 'main', 'ambil', 'pulsa']",30/01/2024 11:20,1
Epi 123,['ok'],17/01/2024 01:10,5
SARNEDIANTO DIANTO,"['jaring', 'internet', 'indosat', 'tidak', 'puas', '1', 'tidak', 'normal', 'internet', 'komplain', 'sebentar', 'bagus', 'jelek', 'harap', 'moga', 'alat', 'instalasi', 'tower', 'indosat', 'habis', 'sambar', 'petir']",19/01/2024 15:26,1
vini adeliana,"['1', '24', 'jam', 'gak', 'buka', 'ig', 'gak', 'balas', 'wa', 'lumpuh', 'total', 'harga', 'paket', 'mahal', 'jaring', 'astagfirullah', 'keluh', '2', 'jaring', 'dm', 'twitter', 'balas', 'mal', 'kali', 'benar', 'gak', 'baik', 'salah', 'gak', 'masuk']",29/01/2024 00:40,1
Bambang Gilang perkasa,"['jelek', 'jaring', 'iya', 'putus', 'putus', 'sinyal', 'penuh', '4g', 'pakai', 'wifi', 'meng', 'baru', 'parah', 'jaring', 'tidak', 'akses', 'internet', 'buka', 'my', 'im3', 'adu', 'pakai', 'wifi', 'tidak', 'bisaaaaaaaaa']",26/01/2024 13:19,1
isah 994,['mad'],11/01/2024 03:14,1
Agis Rahman,"['dana', 'masuk', 'aplikasi', 'dana', 'indosat', 'paket', 'tidak', 'masuk', 'sms', 'tidak', 'masuk', 'bantu', 'tidak', 'aplikasi']",14/01/2024 17:09,1
Arif Pratama,"['semenjak', 'baru', 'baru', 'aplikasi', 'nya', 'tidak', 'buka', 'developer', 'nya', 'baik', 'baru', 'bukan', 'bagus', 'buruk']",15/01/2024 06:50,1
Winda NASA Palembang,['cocok'],19/01/2024 15:19,4
Hernanda Rizky,"['pulsa', 'beak', 'wae', 'tangkurak']",20/01/2024 16:47,1
rthd Merah,"['perbaikisaya', 'beli', 'kuota', '7gb', 'cpet', 'banget', 'habispdahal', 'pakai', 'waseperti', 'kuota', 'sedot', 'sendiriitu', 'baik', 'bug', 'resah']",11/01/2024 12:47,5
Ratna Prabawani,"['bagus', 'banget']",28/01/2024 04:56,5
Muhammad Faris Shafwan,"['aplikasi', 'rusak', 'splash', 'screen', 'banget', 'harga', 'paket', 'sinyal', 'lelet']",27/01/2024 03:50,1
Slamet Mohamad,"['sinyal', 'jelek']",15/01/2024 14:31,1
MUTIARA ELIZA,"['beli', 'paket', 'tidak', 'bisa2', 'hadeh', 'nyusahin', 'banget', 'tumben', 'kaya', 'gin']",16/01/2024 12:25,3
Fath Angler,"['parah', 'aplikasi', 'nya', 'kebnyakan', 'fitur', 'masalah', 'gak', 'login', 'devplover', 'baik', 'hapus', 'cache', 'gak', 'login', 'kasih', 'bintang', '1']",20/01/2024 06:24,1
Ronald Jkfc,"['login', 'tidak', 'masuk', 'otp', 'otomatis', 'aduh', 'parah', 'aplikasi', 'im3']",11/01/2024 10:32,1
Kereta Tua,"['jelas', 'jaringa', 'nya', 'gak', 'koneksi', 'sinyal', 'penuh']",14/01/2024 07:21,1
Xiaomi,"['parah', 'aplikasi', 'nya', 'lelet', 'jaring', 'siput', 'sangat2', 'tidak', 'puas']",21/01/2024 10:15,1
Bachtiar Lubis,"['indosat', 'buruk', 'jaringanjgn', 'ajar', 'atur', 'apn', 'restart', 'perangkat', 'cacheapalagi', 'mode', 'airplanelbh', 'bagus', 'jaring', 'wifi', 'tetanggacomplain', 'pesan', 'wa', 'indira', 'jawab', 'robotbagaimana', 'indosat', 'migrasi', '5gjaringan', '4g', 'mengap', 'mengap', '4kbpssaya', 'depok', 'bojonggede', 'area', 'gunung', 'bukitmustahil', 'sinyal', 'error', 'mmg', 'tower', 'bts', 'tidak', 'powerterima', 'kasih']",19/01/2024 06:54,1
aditt suka nadaa,"['lelet', 'asuuuu', 'satt', 'tidak', 'lelet', 'anjggggg']",24/01/2024 08:01,1
Pahmi 032,"['indosat', 'paket', 'internet', '3', 'hilang', '30gb']",25/01/2024 14:23,1
Faisal Muslim,['bagus'],27/01/2024 13:18,5
Susi Lawati,['ok'],28/01/2024 10:15,5
Ela Nayla,['gooddddd'],18/01/2024 01:09,5
Delfi Mei indah,"['aplikasi', 'nya', 'gin', 'banget', 'yahmasa', 'pulsa', 'guna', 'habis', 'sendri', 'kouta', 'adatapi', 'pulsa', 'habis', 'makan', 'nya', 'aneh', 'aplikasi', 'nya', 'baik', 'kayak', 'ginikami', 'guna', 'aplikasi', 'rugi']",29/01/2024 15:06,1
Sam bel,"['sinyal', 'hilangbanyak', 'sms', 'promoketika', 'pakai', 'layan', 'pulsa', 'darurat', 'pulsa', 'sisa', 'sedot', 'habis', 'cuil', 'keluh']",30/01/2024 04:23,2
Jusra Ani,"['mohon', 'promonya']",14/01/2024 11:38,5
Dapin or De gea,['bagus'],21/01/2024 12:28,5
Riyan Arisandi Chaniago,"['minggu', 'tidak', 'buka', 'aplikasi', 'yapadahal', 'restart', 'copot', 'ulang', 'tidak', 'dibukaada', 'gerangan', 'myim3']",10/01/2024 06:17,1
Asep Jimi,"['mylm3', 'tidak', 'sia', 'sia', 'pilih', 'kartu', 'nya', 'promo', 'iur', 'ayo', 'kawan', 'pakai', 'mylm3']",28/01/2024 13:50,5
YUSRIL. JUNIOR,['ganggu'],26/01/2024 13:42,1
Mohamad Zaki,"['mantap', 'keren', 'bonus', 'paket', 'tidak', 'paket', 'harga', 'nya', 'mahal', 'murah', 'kayak', 'terima', 'kasih', 'layan', 'indosat', 'setia', 'pakai', 'kartu']",11/01/2024 03:08,5
Opoo A5789,"['aplikasi', 'nya', 'mantap']",25/01/2024 01:11,5
Hijrah Yok,"['jaring', 'nya', 'lelet', 'banget', 'minngimn']",28/01/2024 10:12,1
Kalveir Design,"['kuota', 'utama', 'habis', 'kuota', 'aman', 'tidak', 'pakai', 'kak', 'bug', 'salah', 'sistem']",16/01/2024 13:56,2
bagus imawan,['bagus'],21/01/2024 17:49,5
Yuli Llg,"['aplikasi', 'harga', 'paket', 'internet', 'mahal', 'sinyal', 'gin', 'lebih baik', 'pindah']",29/01/2024 14:50,1
Irfan Usman abbas (sipaling),[],25/01/2024 14:41,5
Evan Claudio,"['jaring', 'lambat', 't0lol']",31/01/2024 13:46,1
Asmoro Santo,"['im3', 'jaring', 'nya', 'bagus', 'nnton', 'youtube', 'gak', 'gerak', 'video', 'nya']",23/01/2024 10:01,2
Sage Mode,"['tidak', 'buruk']",28/01/2024 09:24,5
Dodi Supriadi,['okok'],22/01/2024 01:20,5
Ahmad Mundzir,"['parah', 'si', 'beli', 'paket', 'dana', 'hasil', 'aplikasi', 'nya', 'tidak', 'masuk', 'gagal', 'pesan', 'smaa', 'responnya', 'tidak', 'masuk', 'akal', 'kasi', 'butuh', 'paket', 'pasti', 'tidak']",19/01/2024 17:29,1
Dodi gusnadi,"['sinyal', 'tidak jelas', 'lebih baik', 'xl']",29/01/2024 03:45,1
Muhamad Zean malik supyan,['lumayan'],31/01/2024 13:47,1
Agung Cahyono,"['indosat', 'sih', 'susah', 'banget', 'jaring', 'paket', 'jaring', 'tidak', 'setabil']",17/01/2024 15:23,1
Wawan Charwana,[],27/01/2024 15:32,5
Think_Before,"['beli', 'pulsa', 'harga', 'paket', 'tera', 'eh', 'tidak', 'beli', 'sdh', 'proses', '5x', 'parah', 'patah', 'payah']",27/01/2024 00:48,1
Aisyah Hania,"['indosat', 'kaya', 'tri', 'jlek', 'banget', 'jaring', 'kuota', 'ngleg', 'melulu', 'bagen', 'tidak', 'ujan', 'ge', 'ksni', 'mkin', 'jelek', 'tidak', 'kaya']",26/01/2024 14:07,1
Kingsman Kingcandy,"['dalam', 'minggu', '2x', 'ganggu', 'ganggu', 'berjam2', 'emosi', 'operator', 'pngen', 'henti', 'pakai', 'kartu']",26/01/2024 12:37,1
Ahmad Qusen Alvan lois,"['hot', 'promo', '30hari']",11/01/2024 11:22,4
Ramdn,"['sinyal', 'lelet']",29/01/2024 05:59,1
Heacker Review,"['kouta', 'nya', 'mahal', 'tidak']",16/01/2024 13:59,1
hambalie salam,"['matur', 'nuwun', 'indosat']",26/01/2024 11:20,4
Oppo a1k Oppo a1k,"['terima', 'kasih', 'mambatu', 'tahu']",28/01/2024 12:27,5
Rasdan SisFo,"['jaring', 'indosat', '2', 'tidak', 'rekomendasi', 'guna', 'zoom', 'jaring', 'hilang', 'kadang', 'jug', 'jaring', 'penuh', 'tidak', 'hubung']",25/01/2024 03:52,2
Bang Gitno,"['updet', 'parah', 'sinyal', 'hilang']",26/01/2024 13:03,1
Hery Teteng,['ok'],22/01/2024 01:20,5
kezia aprillia tobing,"['iya', 'perbaruin', 'bayar', 'pakai', 'dana', 'gagal', 'melulu', 'jaring', 'aman', 'aman', 'beli', 'bayar', 'pke', 'dana', 'engga', 'bis', 'gilir', 'coba', 'myxl', 'bayar', 'pke', 'dana']",26/01/2024 08:09,2
Ahmad Ramadhani,"['gratis', 'donk']",27/01/2024 08:17,5
SAHYA DILAH,"['parah', 'kuota', 'ngeleh', 'parah']",29/01/2024 14:47,1
waesah wae sah,"['indosat', 'jelek', 'banget', 'jaring', 'pakai', 'indosat', 'komplain', 'g', 'responsindira', 'indira', 'tidak']",17/01/2024 08:13,1
Rafa Aditya,['bagus'],20/01/2024 13:27,5
